Branch Code,Credit Card No,DAY,Document Index (generated),Month,Transaction Id,Transaction Type,Year,Cust Ssn,Transaction Value
156,4210653349028689,16,59,3,59,Healthcare,2018,123459988,45.55
74,4210653349028689,24,60,6,60,Entertainment,2018,123459988,72.17
70,4210653349028689,22,61,9,61,Gas,2018,123459988,84.13
123,4210653349028689,20,62,3,62,Test,2018,123459988,51.91
121,4210653349028689,22,63,12,63,Education,2018,123459988,43.08
60,4210653349028689,18,64,9,64,Healthcare,2018,123459988,89.81
31,4210653349028689,25,65,1,65,Grocery,2018,123459988,56.84
63,4210653349028689,11,66,8,66,Education,2018,123459988,82.11
63,4210653349028689,25,67,10,67,Gas,2018,123459988,35.29
27,4210653349028689,15,68,2,68,Entertainment,2018,123459988,46.53
31,4210653349028689,7,69,6,69,Test,2018,123459988,93.2
139,4210653349028689,27,70,4,70,Grocery,2018,123459988,61.4
9,4210653349028689,12,71,6,71,Bills,2018,123459988,87.58
48,4210653349028689,17,72,7,72,Education,2018,123459988,8.08
145,4210653349028689,7,73,3,73,Entertainment,2018,123459988,92.84
144,4210653349028689,27,74,3,74,Bills,2018,123459988,45.93
42,4210653349028689,18,75,12,75,Gas,2018,123459988,38.07
49,4210653349028689,16,76,3,76,Gas,2018,123459988,51.93
1,4210653349028689,28,77,11,77,Bills,2018,123459988,53.03
73,4210653349028689,14,78,4,78,Education,2018,123459988,31.89
53,4210653349028689,13,79,6,79,Gas,2018,123459988,66.48
43,4210653349028689,25,80,10,80,Education,2018,123459988,92.47
99,4210653349028689,15,81,3,81,Entertainment,2018,123459988,81.4
89,4210653349028689,24,82,2,82,Healthcare,2018,123459988,97.98
17,4210653349028689,4,83,3,83,Bills,2018,123459988,55.4
79,4210653349028689,25,84,9,84,Bills,2018,123459988,70.25
32,4210653349028689,11,85,11,85,Healthcare,2018,123459988,60.9
109,4210653349028689,5,86,11,86,Bills,2018,123459988,7.62
175,4210653349028689,6,87,2,87,Test,2018,123459988,12.43
175,4210653349028689,25,88,8,88,Test,2018,123459988,17.12
118,4210653349028689,12,89,7,89,Grocery,2018,123459988,57.52
11,4210653349028689,2,90,2,90,Education,2018,123459988,91.2
59,4210653349028689,1,91,9,91,Entertainment,2018,123459988,97.64
66,4210653349028689,3,92,8,92,Education,2018,123459988,58.25
99,4210653349028689,2,93,7,93,Gas,2018,123459988,41.06
50,4210653349028689,9,94,7,94,Bills,2018,123459988,72.72
117,4210653399308769,8,95,7,95,Entertainment,2018,123459978,77.17
121,4210653399308769,21,96,10,96,Gas,2018,123459978,49.14
117,4210653399308769,13,97,7,97,Entertainment,2018,123459978,81.6
9,4210653399308769,6,98,12,98,Entertainment,2018,123459978,22.75
59,4210653399308769,1,99,3,99,Grocery,2018,123459978,56.52
117,4210653399308769,17,100,8,100,Education,2018,123459978,24.05
57,4210653399308769,20,101,8,101,Healthcare,2018,123459978,66.05
192,4210653399308769,3,102,9,102,Education,2018,123459978,42.37
11,4210653399308769,13,103,1,103,Grocery,2018,123459978,96.44
75,4210653399308769,4,104,9,104,Healthcare,2018,123459978,74.83
103,4210653399308769,5,105,11,105,Entertainment,2018,123459978,25.97
31,4210653399308769,25,106,8,106,Education,2018,123459978,72.36
25,4210653399308769,2,107,8,107,Test,2018,123459978,98.85
10,4210653399308769,7,108,7,108,Grocery,2018,123459978,4.36
107,4210653399308769,13,109,5,109,Test,2018,123459978,66.6
24,4210653399308769,21,110,3,110,Education,2018,123459978,1.76
57,4210653399308769,7,111,5,111,Grocery,2018,123459978,44.41
44,4210653399308769,6,112,3,112,Gas,2018,123459978,85.53
80,4210653399308769,13,113,11,113,Healthcare,2018,123459978,89.9
81,4210653399308769,4,114,10,114,Healthcare,2018,123459978,53.75
91,4210653399308769,13,115,2,115,Test,2018,123459978,30.87
79,4210653399308769,10,116,2,116,Healthcare,2018,123459978,86.53
81,4210653399308769,13,117,8,117,Healthcare,2018,123459978,72.06
166,4210653399308769,16,118,12,118,Bills,2018,123459978,21.96
19,4210653399308769,4,119,12,119,Entertainment,2018,123459978,49.98
175,4210653399308769,27,120,9,120,Education,2018,123459978,13.91
173,4210653399308769,16,121,11,121,Test,2018,123459978,9.05
100,4210653399308769,21,122,1,122,Grocery,2018,123459978,40.33
17,4210653399308769,2,123,9,123,Test,2018,123459978,14.72
178,4210653399308769,14,124,9,124,Gas,2018,123459978,95.3
63,4210653399308769,20,125,6,125,Entertainment,2018,123459978,22.65
156,4210653399308769,11,126,2,126,Entertainment,2018,123459978,100.28
44,4210653399308769,26,127,10,127,Gas,2018,123459978,54.19
42,4210653399308769,7,128,12,128,Grocery,2018,123459978,100.57
175,4210653399308769,1,129,10,129,Gas,2018,123459978,10.84
58,4210653399308769,11,130,4,130,Entertainment,2018,123459978,3.03
114,4210653399308769,23,131,3,131,Test,2018,123459978,27.58
90,4210653399308769,15,132,9,132,Bills,2018,123459978,37.92
5,4210653399308769,5,133,1,133,Bills,2018,123459978,77.05
51,4210653399308769,27,134,2,134,Bills,2018,123459978,26.17
51,4210653399308769,25,135,9,135,Education,2018,123459978,73.36
18,4210653399308769,22,136,11,136,Gas,2018,123459978,69.05
35,4210653399308769,1,137,7,137,Test,2018,123459978,27.95
46,4210653399308769,3,138,7,138,Education,2018,123459978,87.69
11,4210653399308769,25,139,5,139,Grocery,2018,123459978,74.48
136,4210653399308769,8,140,7,140,Healthcare,2018,123459978,98.23
9,4210653399308769,17,141,3,141,Education,2018,123459978,37.06
131,4210653399308769,16,142,5,142,Healthcare,2018,123459978,92.55
115,4210653399308769,20,143,10,143,Gas,2018,123459978,11.63
72,4210653399308769,25,144,8,144,Grocery,2018,123459978,80.8
178,4210653399308769,23,145,1,145,Healthcare,2018,123459978,83.47
115,4210653399308769,14,146,11,146,Grocery,2018,123459978,60.61
48,4210653399308769,18,147,1,147,Gas,2018,123459978,40.94
76,4210653399308769,6,148,9,148,Bills,2018,123459978,66.69
164,4210653399308769,9,149,3,149,Entertainment,2018,123459978,29.07
72,4210653399308769,23,150,7,150,Gas,2018,123459978,63.66
119,4210653399308769,21,151,1,151,Test,2018,123459978,65.14
78,4210653315516879,11,152,6,152,Healthcare,2018,123459968,63.69
104,4210653315516879,14,153,1,153,Bills,2018,123459968,58.51
36,4210653315516879,18,154,10,154,Grocery,2018,123459968,98.02
139,4210653315516879,17,155,4,155,Bills,2018,123459968,28.39
170,4210653315516879,26,156,6,156,Test,2018,123459968,90.94
111,4210653315516879,6,157,4,157,Entertainment,2018,123459968,70.18
10,4210653315516879,8,158,5,158,Test,2018,123459968,71.32
79,4210653315516879,25,159,4,159,Test,2018,123459968,83.39
28,4210653315516879,6,160,9,160,Gas,2018,123459968,76.76
24,4210653315516879,9,161,9,161,Test,2018,123459968,90.79
11,4210653315516879,21,162,4,162,Healthcare,2018,123459968,3.27
78,4210653315516879,17,163,10,163,Gas,2018,123459968,20.38
119,4210653315516879,2,164,8,164,Grocery,2018,123459968,42.15
49,4210653315516879,7,165,11,165,Education,2018,123459968,30.78
40,4210653315516879,9,166,12,166,Gas,2018,123459968,96.29
99,4210653315516879,23,167,8,167,Test,2018,123459968,30.16
22,4210653315516879,16,168,6,168,Bills,2018,123459968,9.19
125,4210653349448599,11,169,6,169,Healthcare,2018,123459965,59.95
170,4210653349448599,11,170,11,170,Healthcare,2018,123459965,30.82
35,4210653349448599,5,171,6,171,Gas,2018,123459965,73.5
49,4210653349448599,11,172,4,172,Healthcare,2018,123459965,17.32
17,4210653349448599,19,173,6,173,Bills,2018,123459965,13.76
139,4210653349448599,9,174,8,174,Bills,2018,123459965,54.41
156,4210653349448599,12,175,4,175,Healthcare,2018,123459965,46.4
12,4210653349448599,14,176,4,176,Entertainment,2018,123459965,70.89
100,4210653349448599,25,177,5,177,Gas,2018,123459965,65.53
39,4210653349448599,7,178,10,178,Test,2018,123459965,52.83
59,4210653349448599,7,179,1,179,Test,2018,123459965,40.3
175,4210653349448599,11,180,9,180,Education,2018,123459965,25.99
118,4210653349448599,10,181,4,181,Grocery,2018,123459965,44.57
121,4210653349448599,4,182,5,182,Entertainment,2018,123459965,90.23
89,4210653349448599,22,183,5,183,Test,2018,123459965,26.4
173,4210653349448599,15,184,11,184,Healthcare,2018,123459965,48.82
70,4210653349448599,4,185,10,185,Entertainment,2018,123459965,41.02
175,4210653349448599,8,186,2,186,Grocery,2018,123459965,32.04
74,4210653349448599,25,187,11,187,Gas,2018,123459965,81.46
20,4210653349448599,13,188,6,188,Gas,2018,123459965,30.59
43,4210653349448599,26,189,9,189,Gas,2018,123459965,97.35
10,4210653349448599,12,190,6,190,Healthcare,2018,123459965,77.06
15,4210653349448599,6,191,8,191,Gas,2018,123459965,14.85
38,4210653349448599,14,192,9,192,Education,2018,123459965,40.63
24,4210653349448599,24,193,3,193,Gas,2018,123459965,81.31
52,4210653349448599,23,194,4,194,Bills,2018,123459965,57.54
76,4210653349448599,16,195,11,195,Education,2018,123459965,33.48
20,4210653349448599,14,196,8,196,Healthcare,2018,123459965,29.15
107,4210653349448599,9,197,8,197,Gas,2018,123459965,41.36
188,4210653349448599,2,198,8,198,Test,2018,123459965,63.1
100,4210653349448599,15,199,1,199,Grocery,2018,123459965,29.44
158,4210653349448599,6,200,1,200,Gas,2018,123459965,31.62
95,4210653349448599,26,201,6,201,Bills,2018,123459965,12.03
24,4210653349448599,14,202,12,202,Gas,2018,123459965,75.53
93,4210653349448599,26,203,7,203,Test,2018,123459965,27.1
45,4210653349448599,14,204,6,204,Bills,2018,123459965,99.18
72,4210653349448599,25,205,3,205,Entertainment,2018,123459965,13.01
31,4210653349448599,20,206,7,206,Entertainment,2018,123459965,71.06
37,4210653349448599,16,207,4,207,Grocery,2018,123459965,19.86
24,4210653349448599,10,208,12,208,Bills,2018,123459965,15.58
139,4210653349448599,1,209,5,209,Gas,2018,123459965,35.02
19,4210653349448599,24,210,10,210,Healthcare,2018,123459965,41.56
78,4210653349448599,3,211,4,211,Bills,2018,123459965,77.53
66,4210653349448599,27,212,3,212,Gas,2018,123459965,53.82
72,4210653349448599,17,213,4,213,Entertainment,2018,123459965,67.7
160,4210653315577947,5,214,6,214,Entertainment,2018,123459940,6.72
42,4210653315577947,7,215,1,215,Education,2018,123459940,63.57
40,4210653315577947,25,216,4,216,Healthcare,2018,123459940,25.98
5,4210653312528499,5,217,8,217,Gas,2018,123459918,36.3
158,4210653312528499,25,218,3,218,Bills,2018,123459918,21.56
5,4210653312528499,16,219,1,219,Education,2018,123459918,27.89
118,4210653312528499,9,220,10,220,Healthcare,2018,123459918,64.48
74,4210653312528499,8,221,1,221,Gas,2018,123459918,100.76
40,4210653312528499,18,222,2,222,Education,2018,123459918,2.53
149,4210653312528499,3,223,7,223,Education,2018,123459918,10.72
81,4210653312528499,8,224,6,224,Gas,2018,123459918,17.85
19,4210653312528499,10,225,9,225,Entertainment,2018,123459918,36.95
57,4210653312528499,28,226,6,226,Test,2018,123459918,79.42
27,4210653312528499,16,227,9,227,Education,2018,123459918,21.76
49,4210653312528499,19,228,7,228,Test,2018,123459918,15.29
76,4210653312528499,10,229,12,229,Education,2018,123459918,36.66
79,4210653312528499,2,230,10,230,Healthcare,2018,123459918,8.63
2,4210653312528499,13,231,5,231,Grocery,2018,123459918,9.92
135,4210653312528499,28,232,1,232,Healthcare,2018,123459918,71.75
158,4210653312528499,28,233,7,233,Bills,2018,123459918,42.62
131,4210653312528499,12,234,1,234,Gas,2018,123459918,58.16
103,4210653312528499,8,235,2,235,Gas,2018,123459918,69.94
12,4210653312528499,17,236,5,236,Test,2018,123459918,16.68
80,4210653312528499,22,237,12,237,Test,2018,123459918,30.4
45,4210653312528499,18,238,11,238,Entertainment,2018,123459918,80.81
1,4210653312528499,26,239,11,239,Education,2018,123459918,58.78
100,4210653312528499,1,240,8,240,Education,2018,123459918,83.25
192,4210653312528499,2,241,12,241,Test,2018,123459918,97.12
8,4210653312528499,15,242,11,242,Entertainment,2018,123459918,45.27
139,4210653312528499,8,243,12,243,Test,2018,123459918,99.59
79,4210653312528499,6,244,4,244,Education,2018,123459918,73.66
69,4210653312528499,21,245,12,245,Bills,2018,123459918,6.52
1,4210653312528499,4,246,4,246,Bills,2018,123459918,5.49
9,4210653312528499,6,247,6,247,Healthcare,2018,123459918,86.57
36,4210653312528499,7,248,7,248,Education,2018,123459918,82.65
25,4210653312528499,24,249,5,249,Grocery,2018,123459918,56.21
104,4210653312528499,24,250,10,250,Healthcare,2018,123459918,94.14
21,4210653312528499,17,251,2,251,Education,2018,123459918,6.9
54,4210653312528499,21,252,2,252,Grocery,2018,123459918,32.28
14,4210653312528499,22,253,8,253,Bills,2018,123459918,61.93
29,4210653312528499,19,254,9,254,Bills,2018,123459918,17.76
2,4210653312528499,15,255,1,255,Test,2018,123459918,32.44
5,4210653312528499,18,256,10,256,Bills,2018,123459918,95.21
19,4210653312528499,7,257,8,257,Bills,2018,123459918,29.4
166,4210653312528499,25,258,7,258,Education,2018,123459918,83.43
46,4210653312528499,14,259,1,259,Bills,2018,123459918,11.4
24,4210653312528499,22,260,12,260,Education,2018,123459918,33.08
4,4210653312528499,16,261,11,261,Healthcare,2018,123459918,94.41
149,4210653312528499,2,262,6,262,Entertainment,2018,123459918,2.73
27,4210653312528499,11,263,12,263,Education,2018,123459918,71.7
29,4210653312528499,24,264,4,264,Test,2018,123459918,72.88
60,4210653312528499,12,265,6,265,Healthcare,2018,123459918,64.29
149,4210653312528499,27,266,11,266,Grocery,2018,123459918,51.08
11,4210653312528499,28,267,5,267,Test,2018,123459918,48.62
67,4210653312528499,14,268,5,268,Bills,2018,123459918,41.56
53,4210653312528499,13,269,1,269,Entertainment,2018,123459918,3.49
75,4210653313003223,28,270,1,270,Bills,2018,123459916,95.15
67,4210653313003223,22,271,2,271,Education,2018,123459916,35.23
7,4210653313003223,21,272,9,272,Healthcare,2018,123459916,66.16
70,4210653313003223,5,273,6,273,Grocery,2018,123459916,58.38
57,4210653313003223,9,274,11,274,Healthcare,2018,123459916,24.28
89,4210653313003223,16,275,5,275,Bills,2018,123459916,74.43
69,4210653313003223,11,276,11,276,Test,2018,123459916,30.12
46,4210653313003223,17,277,2,277,Healthcare,2018,123459916,78.38
52,4210653313003223,3,278,1,278,Entertainment,2018,123459916,72.42
47,4210653313003223,10,279,3,279,Healthcare,2018,123459916,53
107,4210653313003223,6,280,8,280,Bills,2018,123459916,63.95
17,4210653313003223,3,281,11,281,Grocery,2018,123459916,36.3
125,4210653313003223,4,282,12,282,Grocery,2018,123459916,67.6
74,4210653313003223,19,283,10,283,Grocery,2018,123459916,17.48
49,4210653313003223,21,284,5,284,Entertainment,2018,123459916,83.26
105,4210653313003223,22,285,2,285,Gas,2018,123459916,94.26
28,4210653313003223,19,286,5,286,Test,2018,123459916,26.24
70,4210653313003223,21,287,4,287,Gas,2018,123459916,25.03
103,4210653313003223,6,288,7,288,Entertainment,2018,123459916,85.51
156,4210653313003223,14,289,1,289,Education,2018,123459916,46.37
74,4210653313003223,22,290,2,290,Entertainment,2018,123459916,85.55
36,4210653313003223,21,291,8,291,Bills,2018,123459916,67.3
58,4210653313003223,2,292,6,292,Entertainment,2018,123459916,68.89
37,4210653313003223,17,293,9,293,Test,2018,123459916,78.8
56,4210653313003223,27,294,9,294,Healthcare,2018,123459916,66.15
109,4210653313003223,16,295,8,295,Education,2018,123459916,1.62
123,4210653313003223,24,296,6,296,Healthcare,2018,123459916,1.79
2,4210653313003223,20,297,3,297,Gas,2018,123459916,33.13
5,4210653313003223,20,298,2,298,Bills,2018,123459916,81.87
125,4210653313003223,8,299,8,299,Healthcare,2018,123459916,96.17
103,4210653313003223,15,300,9,300,Gas,2018,123459916,5.42
38,4210653313003223,21,301,5,301,Grocery,2018,123459916,7.66
11,4210653313003223,22,302,3,302,Entertainment,2018,123459916,63.16
135,4210653313003223,26,303,11,303,Entertainment,2018,123459916,15.77
35,4210653313003223,21,304,6,304,Grocery,2018,123459916,17.72
149,4210653313003223,9,305,10,305,Education,2018,123459916,52.03
46,4210653313003223,1,306,7,306,Test,2018,123459916,67.38
149,4210653313003223,15,307,2,307,Bills,2018,123459916,23.12
104,4210653313003223,17,308,4,308,Bills,2018,123459916,22.15
168,4210653313003223,16,309,7,309,Bills,2018,123459916,72.53
139,4210653313003223,2,310,6,310,Gas,2018,123459916,13.61
52,4210653313003223,26,311,1,311,Healthcare,2018,123459916,99.43
59,4210653313003223,25,312,10,312,Test,2018,123459916,2.62
79,4210653313003223,7,313,7,313,Test,2018,123459916,41.68
35,4210653313003223,2,314,2,314,Entertainment,2018,123459916,53.16
175,4210653313003223,24,315,9,315,Grocery,2018,123459916,96.89
139,4210653313003223,13,316,2,316,Education,2018,123459916,95.49
24,4210653313003223,8,317,11,317,Grocery,2018,123459916,57.79
145,4210653313003223,18,318,11,318,Education,2018,123459916,87.12
145,4210653313003223,4,319,1,319,Entertainment,2018,123459916,30.9
136,4210653313003223,16,320,6,320,Grocery,2018,123459916,50.91
85,4210653313003223,27,321,12,321,Test,2018,123459916,9.69
39,4210653313003223,28,322,2,322,Entertainment,2018,123459916,57.53
93,4210653313003223,8,323,8,323,Entertainment,2018,123459916,57.17
58,4210653313003223,10,324,5,324,Grocery,2018,123459916,43.09
117,4210653313003223,5,325,3,325,Test,2018,123459916,20.26
15,4210653313003223,6,326,9,326,Education,2018,123459916,91.25
117,4210653313003223,28,327,7,327,Education,2018,123459916,55.72
46,4210653313003223,24,328,10,328,Grocery,2018,123459916,18.67
105,4210653313003223,9,329,1,329,Test,2018,123459916,92.24
156,4210653313003223,18,330,10,330,Gas,2018,123459916,17.37
26,4210653313003223,6,331,2,331,Test,2018,123459916,25.26
3,4210653313003223,10,332,1,332,Bills,2018,123459916,3.99
90,4210653313003223,10,333,9,333,Healthcare,2018,123459916,18.68
38,4210653313003223,10,334,3,334,Gas,2018,123459916,19.07
58,4210653313003223,17,335,7,335,Education,2018,123459916,94.89
93,4210653313003223,1,336,2,336,Gas,2018,123459916,87.27
99,4210653313003223,7,337,9,337,Healthcare,2018,123459916,1.95
18,4210653392204248,2,338,12,338,Bills,2018,123459915,88.96
145,4210653392204248,20,339,10,339,Bills,2018,123459915,3.37
95,4210653392204248,14,340,8,340,Bills,2018,123459915,32.47
37,4210653392204248,18,341,4,341,Education,2018,123459915,92.76
5,4210653392204248,16,342,5,342,Entertainment,2018,123459915,96.47
79,4210653392204248,8,343,7,343,Gas,2018,123459915,65.09
58,4210653392204248,21,344,4,344,Bills,2018,123459915,36.8
178,4210653392204248,28,345,2,345,Entertainment,2018,123459915,81.6
118,4210653392204248,14,346,3,346,Healthcare,2018,123459915,28.96
40,4210653392204248,4,347,10,347,Bills,2018,123459915,27.26
99,4210653392204248,24,348,5,348,Healthcare,2018,123459915,54.85
144,4210653392204248,9,349,5,349,Gas,2018,123459915,85.88
117,4210653392204248,11,350,11,350,Entertainment,2018,123459915,45.23
123,4210653392204248,19,351,8,351,Gas,2018,123459915,17.12
100,4210653392204248,17,352,7,352,Bills,2018,123459915,9.81
67,4210653392204248,21,353,1,353,Gas,2018,123459915,19.19
90,4210653392204248,8,354,3,354,Bills,2018,123459915,72.25
121,4210653392204248,22,355,5,355,Test,2018,123459915,74.71
115,4210653392204248,1,356,9,356,Education,2018,123459915,11.98
59,4210653392204248,25,357,6,357,Entertainment,2018,123459915,40.7
178,4210653392204248,2,358,9,358,Bills,2018,123459915,43.11
24,4210653392204248,7,359,8,359,Test,2018,123459915,48.36
164,4210653392204248,4,360,8,360,Healthcare,2018,123459915,60.58
131,4210653392204248,8,361,3,361,Education,2018,123459915,83.22
149,4210653392204248,28,362,1,362,Bills,2018,123459915,98.61
109,4210653392204248,11,363,2,363,Healthcare,2018,123459915,18.81
149,4210653392204248,27,364,11,364,Grocery,2018,123459915,43
145,4210653392204248,12,365,9,365,Education,2018,123459915,32.72
46,4210653392204248,23,366,10,366,Entertainment,2018,123459915,97.18
66,4210653392204248,15,367,2,367,Education,2018,123459915,48.04
99,4210653392204248,18,368,4,368,Test,2018,123459915,31.34
67,4210653392204248,18,369,5,369,Test,2018,123459915,27.88
81,4210653392204248,1,370,3,370,Bills,2018,123459915,58.93
16,4210653392204248,19,371,1,371,Bills,2018,123459915,27.73
81,4210653392204248,14,372,1,372,Gas,2018,123459915,39.21
35,4210653392204248,18,373,2,373,Education,2018,123459915,26.48
139,4210653392204248,10,374,3,374,Bills,2018,123459915,19.88
47,4210653392204248,9,375,12,375,Bills,2018,123459915,65.03
27,4210653392204248,8,376,4,376,Grocery,2018,123459915,2.99
28,4210653392204248,25,377,3,377,Education,2018,123459915,39.69
1,4210653392204248,18,378,1,378,Test,2018,123459915,42.26
60,4210653392204248,9,379,12,379,Gas,2018,123459915,86.83
144,4210653392204248,11,380,4,380,Bills,2018,123459915,3.08
69,4210653392204248,7,381,3,381,Grocery,2018,123459915,51.01
25,4210653392204248,20,382,6,382,Bills,2018,123459915,86.34
145,4210653392204248,16,383,2,383,Grocery,2018,123459915,10.43
12,4210653392204248,27,384,3,384,Entertainment,2018,123459915,25.48
85,4210653392204248,28,385,1,385,Gas,2018,123459915,94.33
57,4210653392204248,6,386,3,386,Bills,2018,123459915,82.92
43,4210653392204248,8,387,6,387,Education,2018,123459915,40.42
12,4210653392204248,1,388,12,388,Healthcare,2018,123459915,71.24
75,4210653313825914,3,389,3,389,Healthcare,2018,123459909,43.5
83,4210653313825914,4,390,3,390,Test,2018,123459909,36.2
1,4210653313825914,5,391,10,391,Gas,2018,123459909,6.65
180,4210653313825914,10,392,10,392,Gas,2018,123459909,44.27
90,4210653313825914,19,393,11,393,Entertainment,2018,123459909,14.34
19,4210653313825914,3,394,2,394,Bills,2018,123459909,71.29
2,4210653313825914,21,395,9,395,Grocery,2018,123459909,52.28
57,4210653313825914,14,396,6,396,Entertainment,2018,123459909,78.44
60,4210653313825914,23,397,9,397,Bills,2018,123459909,29.61
188,4210653313825914,4,398,12,398,Bills,2018,123459909,51.6
17,4210653313825914,4,399,3,399,Bills,2018,123459909,3.6
31,4210653313825914,21,400,4,400,Education,2018,123459909,50.32
57,4210653313825914,7,401,4,401,Gas,2018,123459909,79.4
17,4210653313825914,23,402,6,402,Entertainment,2018,123459909,45.47
93,4210653313825914,26,403,2,403,Education,2018,123459909,99.6
166,4210653313825914,23,404,11,404,Grocery,2018,123459909,67.98
70,4210653313825914,13,405,12,405,Healthcare,2018,123459909,38.13
23,4210653313825914,5,406,5,406,Test,2018,123459909,96.88
175,4210653313825914,22,407,9,407,Healthcare,2018,123459909,83.56
125,4210653313825914,12,408,12,408,Healthcare,2018,123459909,70.63
4,4210653313825914,1,409,2,409,Bills,2018,123459909,7.18
7,4210653313825914,7,410,11,410,Bills,2018,123459909,74.71
80,4210653313825914,20,411,2,411,Grocery,2018,123459909,87.59
126,4210653313825914,23,412,2,412,Education,2018,123459909,21.04
44,4210653313825914,6,413,3,413,Entertainment,2018,123459909,15.39
72,4210653313825914,28,414,6,414,Grocery,2018,123459909,99.23
79,4210653313825914,14,415,4,415,Education,2018,123459909,39.94
48,4210653313825914,27,416,6,416,Grocery,2018,123459909,35.42
105,4210653313825914,26,417,9,417,Education,2018,123459909,44.62
8,4210653313825914,21,418,10,418,Bills,2018,123459909,71.9
32,4210653313825914,10,419,11,419,Entertainment,2018,123459909,37.44
80,4210653313825914,4,420,3,420,Grocery,2018,123459909,38.11
158,4210653313825914,19,421,7,421,Bills,2018,123459909,96.09
73,4210653313825914,6,422,12,422,Gas,2018,123459909,64.97
16,4210653313825914,9,423,12,423,Education,2018,123459909,62.51
173,4210653313825914,13,424,7,424,Grocery,2018,123459909,68.89
46,4210653313825914,4,425,9,425,Grocery,2018,123459909,62.71
56,4210653313825914,20,426,6,426,Test,2018,123459909,37.56
26,4210653313825914,27,427,3,427,Bills,2018,123459909,74.76
76,4210653313825914,5,428,5,428,Gas,2018,123459909,55.37
